globalScore	symbol
2.7958318604528483	ENSG00000146477
2.7958318604528483	ENSG00000151353
2.7958318604528483	ENSG00000110092
2.645123213154255	ENSG00000134259
2.645123213154255	ENSG00000096433
2.645123213154255	ENSG00000078328
2.645123213154255	ENSG00000164330
2.645123213154255	ENSG00000152804
2.645123213154255	ENSG00000183527
2.645123213154255	ENSG00000118007
2.645123213154255	ENSG00000081237
2.645123213154255	ENSG00000162599
2.645123213154255	ENSG00000169344
2.645123213154255	ENSG00000132394
2.645123213154255	ENSG00000115604
2.645123213154255	ENSG00000064012
2.645123213154255	ENSG00000175161
2.645123213154255	ENSG00000183579
2.645123213154255	ENSG00000159216
2.645123213154255	ENSG00000254636
2.645123213154255	ENSG00000275410
2.645123213154255	ENSG00000070961
2.645123213154255	ENSG00000184588
2.645123213154255	ENSG00000138193
2.4944145658556622	ENSG00000130204
2.4944145658556622	ENSG00000136826
2.4944145658556622	ENSG00000178919
2.4944145658556622	ENSG00000213996
2.4944145658556622	ENSG00000112175
2.4944145658556622	ENSG00000148219
2.4944145658556622	ENSG00000138075
2.4944145658556622	ENSG00000143156
2.4944145658556622	ENSG00000149295
2.4944145658556622	ENSG00000158321
2.4944145658556622	ENSG00000131808
2.4944145658556622	ENSG00000180210
2.4944145658556622	ENSG00000124203
2.4944145658556622	ENSG00000095015
2.4944145658556622	ENSG00000130702
2.4944145658556622	ENSG00000099810
2.4944145658556622	ENSG00000118503
2.4944145658556622	ENSG00000118526
2.343705918557069	ENSG00000171621
2.343705918557069	ENSG00000151322
2.343705918557069	ENSG00000101384
2.343705918557069	ENSG00000088926
2.343705918557069	ENSG00000096401
2.343705918557069	ENSG00000101000
2.343705918557069	ENSG00000187498
2.343705918557069	ENSG00000117479
2.343705918557069	ENSG00000179588
2.343705918557069	ENSG00000142611
2.343705918557069	ENSG00000169220
2.343705918557069	ENSG00000119772
2.343705918557069	ENSG00000180902
2.343705918557069	ENSG00000102554
2.343705918557069	ENSG00000212710
2.343705918557069	ENSG00000132170
2.343705918557069	ENSG00000100393
2.343705918557069	ENSG00000130208
2.343705918557069	ENSG00000079691
2.343705918557069	ENSG00000131196
2.343705918557069	ENSG00000179295
2.343705918557069	ENSG00000136573
2.343705918557069	ENSG00000172572
2.343705918557069	ENSG00000110367
2.192997271258476	ENSG00000176635
2.192997271258476	ENSG00000131323
2.192997271258476	ENSG00000150907
2.192997271258476	ENSG00000181634
2.192997271258476	ENSG00000101311
2.192997271258476	ENSG00000101096
2.192997271258476	ENSG00000174125
2.192997271258476	ENSG00000152518
2.192997271258476	ENSG00000065060
2.192997271258476	ENSG00000157554
2.192997271258476	ENSG00000142599
2.192997271258476	ENSG00000136634
2.192997271258476	ENSG00000136244
2.192997271258476	ENSG00000184730
2.192997271258476	ENSG00000197375
2.192997271258476	ENSG00000184378
2.192997271258476	ENSG00000096395
2.192997271258476	ENSG00000152217
2.192997271258476	ENSG00000178568
2.192997271258476	ENSG00000133103
2.192997271258476	ENSG00000188641
2.192997271258476	ENSG00000171105
2.192997271258476	ENSG00000051825
2.192997271258476	ENSG00000130592
2.192997271258476	ENSG00000163235
2.192997271258476	ENSG00000136158
2.192997271258476	ENSG00000149177
2.192997271258476	ENSG00000118557
2.192997271258476	ENSG00000135272
2.192997271258476	ENSG00000122194
2.192997271258476	ENSG00000109320
2.192997271258476	ENSG00000028116
2.192997271258476	ENSG00000176678
2.192997271258476	ENSG00000118245
2.192997271258476	ENSG00000087237
2.192997271258476	ENSG00000213066
2.192997271258476	ENSG00000138688
2.192997271258476	ENSG00000164307
2.192997271258476	ENSG00000121068
2.192997271258476	ENSG00000169047
2.042288623959883	ENSG00000128052
2.042288623959883	ENSG00000173281
2.042288623959883	ENSG00000168071
2.042288623959883	ENSG00000182612
2.042288623959883	ENSG00000130584
2.042288623959883	ENSG00000106460
2.042288623959883	ENSG00000196821
2.042288623959883	ENSG00000053918
2.042288623959883	ENSG00000137869
2.042288623959883	ENSG00000140995
2.042288623959883	ENSG00000117114
2.042288623959883	ENSG00000157766
2.042288623959883	ENSG00000142700
2.042288623959883	ENSG00000111245
2.042288623959883	ENSG00000138696
2.042288623959883	ENSG00000196498
2.042288623959883	ENSG00000119401
2.042288623959883	ENSG00000198821
2.042288623959883	ENSG00000115392
2.042288623959883	ENSG00000177311
2.042288623959883	ENSG00000185104
2.042288623959883	ENSG00000139618
2.042288623959883	ENSG00000176697
2.042288623959883	ENSG00000203760
2.042288623959883	ENSG00000048052
2.042288623959883	ENSG00000154822
2.042288623959883	ENSG00000133794
2.042288623959883	ENSG00000136944
2.042288623959883	ENSG00000175806
2.042288623959883	ENSG00000162552
2.042288623959883	ENSG00000177468
2.042288623959883	ENSG00000138311
2.042288623959883	ENSG00000103522
2.042288623959883	ENSG00000157168
1.8915799766612902	ENSG00000198373
1.8915799766612902	ENSG00000087448
1.8915799766612902	ENSG00000136378
1.8915799766612902	ENSG00000127152
1.8915799766612902	ENSG00000084674
1.8915799766612902	ENSG00000023516
1.8915799766612902	ENSG00000057657
1.8915799766612902	ENSG00000105705
1.8915799766612902	ENSG00000000971
1.8915799766612902	ENSG00000105855
1.8915799766612902	ENSG00000077092
1.8915799766612902	ENSG00000134987
1.8915799766612902	ENSG00000240505
1.8915799766612902	ENSG00000112033
1.8915799766612902	ENSG00000253276
1.8915799766612902	ENSG00000171557
1.8915799766612902	ENSG00000169340
1.8915799766612902	ENSG00000117560
1.8915799766612902	ENSG00000162341
1.8915799766612902	ENSG00000164691
1.8915799766612902	ENSG00000172927
1.8915799766612902	ENSG00000123096
1.8915799766612902	ENSG00000117569
1.8915799766612902	ENSG00000163083
1.8915799766612902	ENSG00000143507
1.8915799766612902	ENSG00000115738
1.8915799766612902	ENSG00000188064
1.8915799766612902	ENSG00000197915
1.8915799766612902	ENSG00000168036
1.8915799766612902	ENSG00000114054
1.8915799766612902	ENSG00000151422
1.8915799766612902	ENSG00000151612
1.8915799766612902	ENSG00000165029
1.8915799766612902	ENSG00000124562
1.8915799766612902	ENSG00000129038
1.8915799766612902	ENSG00000125798
1.8915799766612902	ENSG00000146555
1.8915799766612902	ENSG00000073060
1.7408713293626972	ENSG00000151320
1.7408713293626972	ENSG00000099260
1.7408713293626972	ENSG00000014914
1.7408713293626972	ENSG00000172179
1.7408713293626972	ENSG00000030110
1.7408713293626972	ENSG00000122863
1.7408713293626972	ENSG00000137834
1.7408713293626972	ENSG00000109787
1.7408713293626972	ENSG00000096968
1.7408713293626972	ENSG00000198380
1.7408713293626972	ENSG00000164161
1.7408713293626972	ENSG00000141655
1.7408713293626972	ENSG00000053900
1.7408713293626972	ENSG00000198625
1.7408713293626972	ENSG00000145901
1.7408713293626972	ENSG00000164113
1.7408713293626972	ENSG00000073282
1.7408713293626972	ENSG00000180592
1.7408713293626972	ENSG00000205517
1.7408713293626972	ENSG00000066382
1.7408713293626972	ENSG00000198553
1.7408713293626972	ENSG00000284713
1.7408713293626972	ENSG00000148842
1.7408713293626972	ENSG00000169599
1.7408713293626972	ENSG00000068078
1.7408713293626972	ENSG00000117586
1.7408713293626972	ENSG00000113916
1.7408713293626972	ENSG00000173064
1.7408713293626972	ENSG00000171303
1.7408713293626972	ENSG00000087494
1.7408713293626972	ENSG00000109471
1.7408713293626972	ENSG00000221818
1.7408713293626972	ENSG00000153162
1.7408713293626972	ENSG00000151006
1.7408713293626972	ENSG00000224578
1.7408713293626972	ENSG00000147679
1.7408713293626972	ENSG00000115290
1.7408713293626972	ENSG00000143869
1.7408713293626972	ENSG00000172201
1.7408713293626972	ENSG00000064651
1.7408713293626972	ENSG00000129933
1.7408713293626972	ENSG00000163131
1.7408713293626972	ENSG00000143353
1.7408713293626972	ENSG00000124678
1.7408713293626972	ENSG00000181751
1.7408713293626972	ENSG00000101323
1.5901626820641042	ENSG00000166037
1.5901626820641042	ENSG00000010310
1.5901626820641042	ENSG00000073792
1.5901626820641042	ENSG00000026297
1.5901626820641042	ENSG00000081189
1.5901626820641042	ENSG00000185760
1.5901626820641042	ENSG00000111540
1.5901626820641042	ENSG00000196782
1.5901626820641042	ENSG00000214290
1.5901626820641042	ENSG00000181577
1.5901626820641042	ENSG00000138795
1.5901626820641042	ENSG00000100906
1.5901626820641042	ENSG00000196588
1.5901626820641042	ENSG00000069011
1.5901626820641042	ENSG00000129353
1.5901626820641042	ENSG00000184719
1.5901626820641042	ENSG00000175600
1.5901626820641042	ENSG00000187609
1.5901626820641042	ENSG00000145934
1.5901626820641042	ENSG00000134198
1.5901626820641042	ENSG00000040275
1.5901626820641042	ENSG00000143226
1.5901626820641042	ENSG00000143995
1.5901626820641042	ENSG00000159197
1.5901626820641042	ENSG00000111321
1.5901626820641042	ENSG00000170340
1.5901626820641042	ENSG00000163638
1.5901626820641042	ENSG00000147889
1.5901626820641042	ENSG00000121297
1.5901626820641042	ENSG00000160685
1.5901626820641042	ENSG00000169031
1.5901626820641042	ENSG00000021645
1.5901626820641042	ENSG00000100342
1.5901626820641042	ENSG00000042832
1.5901626820641042	ENSG00000162670
1.5901626820641042	ENSG00000254093
1.5901626820641042	ENSG00000182218
1.5901626820641042	ENSG00000136205
1.5901626820641042	ENSG00000073584
1.5901626820641042	ENSG00000175426
1.5901626820641042	ENSG00000117707
1.5901626820641042	ENSG00000178562
1.5901626820641042	ENSG00000143867
1.5901626820641042	ENSG00000101489
1.5901626820641042	ENSG00000275342
1.5901626820641042	ENSG00000077238
1.5901626820641042	ENSG00000075426
1.5901626820641042	ENSG00000131018
1.5901626820641042	ENSG00000112699
1.5901626820641042	ENSG00000123106
1.4394540347655111	ENSG00000138684
1.4394540347655111	ENSG00000089169
1.4394540347655111	ENSG00000167653
1.4394540347655111	ENSG00000105810
1.4394540347655111	ENSG00000131507
1.4394540347655111	ENSG00000189292
1.4394540347655111	ENSG00000125618
1.4394540347655111	ENSG00000118777
1.4394540347655111	ENSG00000160185
1.4394540347655111	ENSG00000163281
1.4394540347655111	ENSG00000113161
1.4394540347655111	ENSG00000143153
1.4394540347655111	ENSG00000064419
1.4394540347655111	ENSG00000105662
1.4394540347655111	ENSG00000173171
1.4394540347655111	ENSG00000254647
1.4394540347655111	ENSG00000166888
1.4394540347655111	ENSG00000173175
1.4394540347655111	ENSG00000125378
1.4394540347655111	ENSG00000169592
1.4394540347655111	ENSG00000119042
1.4394540347655111	ENSG00000065675
1.4394540347655111	ENSG00000169946
1.4394540347655111	ENSG00000140807
1.4394540347655111	ENSG00000123080
1.4394540347655111	ENSG00000196739
1.4394540347655111	ENSG00000152219
1.4394540347655111	ENSG00000109323
1.4394540347655111	ENSG00000214435
1.4394540347655111	ENSG00000120659
1.4394540347655111	ENSG00000158636
1.4394540347655111	ENSG00000163362
1.4394540347655111	ENSG00000135541
1.4394540347655111	ENSG00000013810
1.4394540347655111	ENSG00000142224
1.4394540347655111	ENSG00000164209
1.4394540347655111	ENSG00000164749
1.4394540347655111	ENSG00000169398
1.4394540347655111	ENSG00000170266
1.4394540347655111	ENSG00000120885
1.4394540347655111	ENSG00000183117
1.4394540347655111	ENSG00000185920
1.4394540347655111	ENSG00000019485
1.4394540347655111	ENSG00000103811
1.4394540347655111	ENSG00000198369
1.4394540347655111	ENSG00000176909
1.4394540347655111	ENSG00000081985
1.4394540347655111	ENSG00000116793
1.4394540347655111	ENSG00000180530
1.4394540347655111	ENSG00000110693
1.4394540347655111	ENSG00000145675
1.4394540347655111	ENSG00000185499
1.4394540347655111	ENSG00000157557
1.4394540347655111	ENSG00000136267
1.4394540347655111	ENSG00000041982
1.4394540347655111	ENSG00000145536
1.4394540347655111	ENSG00000162927
1.4394540347655111	ENSG00000171174
1.4394540347655111	ENSG00000100116
1.4394540347655111	ENSG00000204084
1.4394540347655111	ENSG00000140285
1.4394540347655111	ENSG00000041357
1.4394540347655111	ENSG00000132383
1.4394540347655111	ENSG00000197943
1.4394540347655111	ENSG00000085978
1.4394540347655111	ENSG00000081059
1.4394540347655111	ENSG00000099282
1.4394540347655111	ENSG00000001617
1.4394540347655111	ENSG00000151332
1.2887453874669184	ENSG00000250317
1.2887453874669184	ENSG00000148926
1.2887453874669184	ENSG00000049323
1.2887453874669184	ENSG00000140945
1.2887453874669184	ENSG00000125755
1.2887453874669184	ENSG00000041353
1.2887453874669184	ENSG00000113361
1.2887453874669184	ENSG00000136381
1.2887453874669184	ENSG00000146592
1.2887453874669184	ENSG00000138829
1.2887453874669184	ENSG00000218819
1.2887453874669184	ENSG00000005108
1.2887453874669184	ENSG00000109684
1.2887453874669184	ENSG00000150637
1.2887453874669184	ENSG00000176399
1.2887453874669184	ENSG00000170396
1.2887453874669184	ENSG00000196208
1.2887453874669184	ENSG00000106070
1.2887453874669184	ENSG00000103241
1.2887453874669184	ENSG00000101017
1.2887453874669184	ENSG00000061273
1.2887453874669184	ENSG00000183691
1.2887453874669184	ENSG00000117983
1.2887453874669184	ENSG00000144619
1.2887453874669184	ENSG00000154639
1.2887453874669184	ENSG00000143971
1.2887453874669184	ENSG00000197696
1.2887453874669184	ENSG00000118922
1.2887453874669184	ENSG00000134245
1.2887453874669184	ENSG00000163596
1.2887453874669184	ENSG00000171988
1.2887453874669184	ENSG00000141279
1.2887453874669184	ENSG00000146674
1.2887453874669184	ENSG00000148655
1.2887453874669184	ENSG00000133812
1.2887453874669184	ENSG00000135426
1.2887453874669184	ENSG00000172995
1.2887453874669184	ENSG00000151067
1.2887453874669184	ENSG00000135862
1.2887453874669184	ENSG00000197959
1.2887453874669184	ENSG00000106617
1.2887453874669184	ENSG00000144810
1.2887453874669184	ENSG00000153015
1.2887453874669184	ENSG00000182263
1.2887453874669184	ENSG00000070831
1.2887453874669184	ENSG00000073712
1.2887453874669184	ENSG00000100345
1.2887453874669184	ENSG00000101216
1.2887453874669184	ENSG00000101464
1.2887453874669184	ENSG00000091656
1.2887453874669184	ENSG00000203740
1.2887453874669184	ENSG00000263001
1.2887453874669184	ENSG00000088970
1.2887453874669184	ENSG00000163634
1.2887453874669184	ENSG00000175003
1.2887453874669184	ENSG00000168056
1.2887453874669184	ENSG00000102908
1.2887453874669184	ENSG00000163064
1.2887453874669184	ENSG00000174371
1.2887453874669184	ENSG00000257923
1.2887453874669184	ENSG00000151623
1.2887453874669184	ENSG00000105974
1.2887453874669184	ENSG00000171045
1.1380367401683251	ENSG00000155849
1.1380367401683251	ENSG00000162924
1.1380367401683251	ENSG00000248905
1.1380367401683251	ENSG00000072952
1.1380367401683251	ENSG00000101204
1.1380367401683251	ENSG00000091732
1.1380367401683251	ENSG00000178202
1.1380367401683251	ENSG00000140009
1.1380367401683251	ENSG00000158186
1.1380367401683251	ENSG00000168958
1.1380367401683251	ENSG00000196396
1.1380367401683251	ENSG00000106546
1.1380367401683251	ENSG00000180957
1.1380367401683251	ENSG00000136824
1.1380367401683251	ENSG00000137656
1.1380367401683251	ENSG00000142039
1.1380367401683251	ENSG00000164172
1.1380367401683251	ENSG00000163491
1.1380367401683251	ENSG00000155749
1.1380367401683251	ENSG00000157869
1.1380367401683251	ENSG00000167772
1.1380367401683251	ENSG00000131941
1.1380367401683251	ENSG00000174891
1.1380367401683251	ENSG00000177565
1.1380367401683251	ENSG00000184677
1.1380367401683251	ENSG00000198807
1.1380367401683251	ENSG00000059691
1.1380367401683251	ENSG00000130449
1.1380367401683251	ENSG00000257017
1.1380367401683251	ENSG00000116833
1.1380367401683251	ENSG00000198822
1.1380367401683251	ENSG00000149179
1.1380367401683251	ENSG00000178623
1.1380367401683251	ENSG00000182732
1.1380367401683251	ENSG00000069702
1.1380367401683251	ENSG00000116132
1.1380367401683251	ENSG00000143365
1.1380367401683251	ENSG00000155657
1.1380367401683251	ENSG00000002745
1.1380367401683251	ENSG00000065613
1.1380367401683251	ENSG00000112339
1.1380367401683251	ENSG00000120162
1.1380367401683251	ENSG00000134369
1.1380367401683251	ENSG00000142949
1.1380367401683251	ENSG00000175595
1.1380367401683251	ENSG00000196284
1.1380367401683251	ENSG00000272395
1.1380367401683251	ENSG00000136014
1.1380367401683251	ENSG00000137872
1.1380367401683251	ENSG00000107798
1.1380367401683251	ENSG00000179673
1.1380367401683251	ENSG00000166323
1.1380367401683251	ENSG00000143228
1.1380367401683251	ENSG00000136861
1.1380367401683251	ENSG00000069399
1.1380367401683251	ENSG00000157870
1.1380367401683251	ENSG00000100991
1.1380367401683251	ENSG00000125965
1.1380367401683251	ENSG00000187098
1.1380367401683251	ENSG00000185338
1.1380367401683251	ENSG00000213047
1.1380367401683251	ENSG00000156113
1.1380367401683251	ENSG00000162426
1.1380367401683251	ENSG00000140332
1.1380367401683251	ENSG00000144218
1.1380367401683251	ENSG00000128918
1.1380367401683251	ENSG00000078098
1.1380367401683251	ENSG00000143537
1.1380367401683251	ENSG00000065243
1.1380367401683251	ENSG00000149972
1.1380367401683251	ENSG00000148120
1.1380367401683251	ENSG00000168610
1.1380367401683251	ENSG00000021826
1.1380367401683251	ENSG00000146535
1.1380367401683251	ENSG00000043143
1.1380367401683251	ENSG00000154975
1.1380367401683251	ENSG00000089022
1.1380367401683251	ENSG00000138083
1.1380367401683251	ENSG00000182985
1.1380367401683251	ENSG00000179088
1.1380367401683251	ENSG00000170927
1.1380367401683251	ENSG00000187741
1.1380367401683251	ENSG00000102243
1.1380367401683251	ENSG00000064655
1.1380367401683251	ENSG00000119522
1.1380367401683251	ENSG00000171940
1.1380367401683251	ENSG00000135148
1.1380367401683251	ENSG00000205592
1.1380367401683251	ENSG00000155313
1.1380367401683251	ENSG00000163660
1.1380367401683251	ENSG00000121966
1.1380367401683251	ENSG00000103449
1.1380367401683251	ENSG00000129187
1.1380367401683251	ENSG00000106633
1.1380367401683251	ENSG00000177508
1.1380367401683251	ENSG00000112787
0.9873280928697322	ENSG00000148513
0.9873280928697322	ENSG00000205683
0.9873280928697322	ENSG00000183891
0.9873280928697322	ENSG00000112685
0.9873280928697322	ENSG00000065609
0.9873280928697322	ENSG00000145022
0.9873280928697322	ENSG00000169903
0.9873280928697322	ENSG00000101955
0.9873280928697322	ENSG00000106066
0.9873280928697322	ENSG00000185627
0.9873280928697322	ENSG00000196526
0.9873280928697322	ENSG00000080854
0.9873280928697322	ENSG00000128591
0.9873280928697322	ENSG00000156218
0.9873280928697322	ENSG00000168959
0.9873280928697322	ENSG00000156515
0.9873280928697322	ENSG00000132911
0.9873280928697322	ENSG00000197872
0.9873280928697322	ENSG00000105989
0.9873280928697322	ENSG00000171634
0.9873280928697322	ENSG00000055955
0.9873280928697322	ENSG00000164756
0.9873280928697322	ENSG00000115607
0.9873280928697322	ENSG00000178342
0.9873280928697322	ENSG00000174482
0.9873280928697322	ENSG00000198756
0.9873280928697322	ENSG00000054282
0.9873280928697322	ENSG00000004846
0.9873280928697322	ENSG00000167207
0.9873280928697322	ENSG00000119535
0.9873280928697322	ENSG00000133466
0.9873280928697322	ENSG00000086289
0.9873280928697322	ENSG00000148702
0.9873280928697322	ENSG00000107105
0.9873280928697322	ENSG00000137473
0.9873280928697322	ENSG00000112319
0.9873280928697322	ENSG00000116285
0.9873280928697322	ENSG00000108375
0.9873280928697322	ENSG00000164761
0.9873280928697322	ENSG00000133105
0.9873280928697322	ENSG00000108788
0.9873280928697322	ENSG00000100311
0.9873280928697322	ENSG00000138061
0.9873280928697322	ENSG00000011523
0.9873280928697322	ENSG00000284779
0.9873280928697322	ENSG00000145349
0.9873280928697322	ENSG00000256762
0.9873280928697322	ENSG00000155393
0.9873280928697322	ENSG00000155846
0.9873280928697322	ENSG00000159217
0.9873280928697322	ENSG00000105656
0.9873280928697322	ENSG00000048405
0.9873280928697322	ENSG00000189283
0.9873280928697322	ENSG00000187672
0.9873280928697322	ENSG00000167522
0.9873280928697322	ENSG00000196428
0.9873280928697322	ENSG00000141052
0.9873280928697322	ENSG00000185651
0.9873280928697322	ENSG00000030419
0.9873280928697322	ENSG00000077549
0.9873280928697322	ENSG00000185022
0.9873280928697322	ENSG00000086991
0.9873280928697322	ENSG00000092621
0.9873280928697322	ENSG00000009950
0.9873280928697322	ENSG00000165915
0.9873280928697322	ENSG00000184903
0.9873280928697322	ENSG00000004534
0.9873280928697322	ENSG00000136770
0.9873280928697322	ENSG00000175745
0.9873280928697322	ENSG00000056972
0.9873280928697322	ENSG00000136379
0.9873280928697322	ENSG00000020256
0.9873280928697322	ENSG00000145819
0.9873280928697322	ENSG00000149311
0.9873280928697322	ENSG00000186081
0.9873280928697322	ENSG00000181722
0.9873280928697322	ENSG00000100605
0.9873280928697322	ENSG00000075413
0.9873280928697322	ENSG00000112996
0.9873280928697322	ENSG00000243509
0.9873280928697322	ENSG00000186510
0.9873280928697322	ENSG00000148143
0.9873280928697322	ENSG00000138592
0.9873280928697322	ENSG00000109501
0.9873280928697322	ENSG00000129351
0.9873280928697322	ENSG00000124126
0.9873280928697322	ENSG00000107954
0.9873280928697322	ENSG00000115085
0.9873280928697322	ENSG00000121281
0.9873280928697322	ENSG00000237515
0.9873280928697322	ENSG00000113231
0.9873280928697322	ENSG00000120658
0.9873280928697322	ENSG00000156687
0.9873280928697322	ENSG00000162613
0.9873280928697322	ENSG00000049540
0.9873280928697322	ENSG00000144857
0.9873280928697322	ENSG00000105976
0.9873280928697322	ENSG00000114933
0.9873280928697322	ENSG00000215182
0.9873280928697322	ENSG00000114790
0.8366194455711392	ENSG00000100599
0.8366194455711392	ENSG00000136630
