globalScore	symbol
3.549375096945813	TRPS1
3.549375096945813	FGFR2
3.549375096945813	HMGA2
3.549375096945813	NOS3
3.549375096945813	MAFB
3.549375096945813	MAF
3.549375096945813	ZFP36L1
3.39866644964722	TYK2
3.39866644964722	DLEU7
3.39866644964722	MST1
3.39866644964722	ZPBP2
3.39866644964722	RTEL1
3.39866644964722	TBX3
3.39866644964722	IRF8
3.39866644964722	MAPT
3.39866644964722	HDGFL1
3.39866644964722	NEGR1
3.39866644964722	ZBTB10
3.39866644964722	RUNX3
3.247957802348627	RPS26
3.247957802348627	GREM1
3.247957802348627	FGF5
3.247957802348627	SLC45A2
3.247957802348627	OLFM4
3.247957802348627	IL33
3.247957802348627	TOX3
3.247957802348627	CUX2
3.247957802348627	UQCC1
3.247957802348627	METTL15
3.247957802348627	SLC7A10
3.247957802348627	NKX2-3
3.247957802348627	CTLA4
3.247957802348627	SATB1
3.247957802348627	FADS1
3.247957802348627	TNS1
3.247957802348627	SOX4
3.247957802348627	PLPP3
3.097249155050034	COL11A1
3.097249155050034	CFDP1
3.097249155050034	OVOL1
3.097249155050034	ARID5B
3.097249155050034	IL13
3.097249155050034	PHACTR1
3.097249155050034	TGFB1
3.097249155050034	IL12B
3.097249155050034	CRHR1
3.097249155050034	TSLP
3.097249155050034	ELFN1
3.097249155050034	TMEM161B
3.097249155050034	KLF14
2.946540507751441	MECOM
2.946540507751441	IL1RL1
2.946540507751441	EIF3H
2.946540507751441	FLG
2.946540507751441	IFIH1
2.946540507751441	ENSG00000293584
2.946540507751441	RALY
2.946540507751441	TMEM258
2.946540507751441	SPPL2C
2.946540507751441	BCAS3
2.946540507751441	OCA2
2.946540507751441	RASGRP1
2.946540507751441	MC4R
2.946540507751441	HNF1A
2.946540507751441	APOA5
2.7958318604528483	PTPN2
2.7958318604528483	PCSK9
2.7958318604528483	TTC28
2.7958318604528483	ZPR1
2.7958318604528483	IKZF1
2.7958318604528483	NEK6
2.7958318604528483	CYP2A6
2.7958318604528483	ZEB2
2.7958318604528483	MYNN
2.7958318604528483	IL6R
2.7958318604528483	PLCL1
2.7958318604528483	SUOX
2.7958318604528483	ACOXL
2.7958318604528483	BCL2
2.7958318604528483	ALDH2
2.7958318604528483	SLC22A3
2.7958318604528483	TMEM18
2.7958318604528483	CCND1
2.645123213154255	NGF
2.645123213154255	ITPR3
2.645123213154255	RBFOX1
2.645123213154255	EBF1
2.645123213154255	HHEX
2.645123213154255	PSMG1
2.645123213154255	STAG1
2.645123213154255	PTPRC
2.645123213154255	NFIA
2.645123213154255	UMOD
2.645123213154255	EEFSEC
2.645123213154255	IL18R1
2.645123213154255	CASP8
2.645123213154255	CADM2
2.645123213154255	ZNRF3
2.645123213154255	RUNX1
2.645123213154255	ARMS2
2.645123213154255	HNF1B
2.645123213154255	ATP2B1
2.645123213154255	PDE4B
2.645123213154255	PLCE1
2.4944145658556622	TOMM40
2.4944145658556622	KLF4
2.4944145658556622	FOXE1
2.4944145658556622	TM6SF2
2.4944145658556622	BMP5
2.4944145658556622	ASTN2
2.4944145658556622	ABCG5
2.4944145658556622	NME7
2.4944145658556622	DRD2
2.4944145658556622	AUTS2
2.4944145658556622	FSHB
2.4944145658556622	F2
2.4944145658556622	ZNF831
2.4944145658556622	MAP3K1
2.4944145658556622	LAMA5
2.4944145658556622	MTAP
2.4944145658556622	TNFAIP3
2.4944145658556622	TCF21
2.343705918557069	SPSB1
2.343705918557069	NPAS3
2.343705918557069	JAG1
2.343705918557069	F11
2.343705918557069	CDC5L
2.343705918557069	PROCR
2.343705918557069	COL4A1
2.343705918557069	SLC19A2
2.343705918557069	ZFPM1
2.343705918557069	PRDM16
2.343705918557069	RGS14
2.343705918557069	DNMT3A
2.343705918557069	D2HGDH
2.343705918557069	KLF5
2.343705918557069	CTAGE1
2.343705918557069	PPARG
2.343705918557069	EP300
2.343705918557069	APOC1
2.343705918557069	CARMIL1
2.343705918557069	NFATC1
2.343705918557069	PTPN11
2.343705918557069	BLK
2.343705918557069	PDE3A
2.343705918557069	DDX6
2.192997271258476	HORMAD2
2.192997271258476	TRAF3
2.192997271258476	FOXO1
2.192997271258476	TNFSF15
2.192997271258476	FERMT1
2.192997271258476	NFATC2
2.192997271258476	TLR1
2.192997271258476	ZFP36L2
2.192997271258476	BLTP3A
2.192997271258476	ERG
2.192997271258476	RERE
2.192997271258476	IL10
2.192997271258476	IL6
2.192997271258476	APOBR
2.192997271258476	SLC22A5
2.192997271258476	ACTRT3
2.192997271258476	MLN
2.192997271258476	SETBP1
2.192997271258476	ERBB4
2.192997271258476	COG6
2.192997271258476	DPYD
2.192997271258476	INSR
2.192997271258476	MPHOSPH9
2.192997271258476	LSP1
2.192997271258476	TGFA
2.192997271258476	SPRY2
2.192997271258476	PTPRJ
2.192997271258476	PMFBP1
2.192997271258476	MDFIC
2.192997271258476	PLG
2.192997271258476	NFKB1
2.192997271258476	VRK2
2.192997271258476	FOXL1
2.192997271258476	TNP1
2.192997271258476	CETP
2.192997271258476	CEP43
2.192997271258476	BLTP1
2.192997271258476	ERAP1
2.192997271258476	TBX2
2.192997271258476	IRS1
2.042288623959883	KDR
2.042288623959883	PPP1R3B
2.042288623959883	CCDC88B
2.042288623959883	TSPAN10
2.042288623959883	ZBTB46
2.042288623959883	TMEM106B
2.042288623959883	ILRUN
2.042288623959883	KCNQ1
2.042288623959883	CYP19A1
2.042288623959883	DEF8
2.042288623959883	ADGRL2
2.042288623959883	ACAN
2.042288623959883	DMRTA2
2.042288623959883	MYL2
2.042288623959883	BMPR1B
2.042288623959883	NCOR2
2.042288623959883	TRIM32
2.042288623959883	CD247
2.042288623959883	FANCL
2.042288623959883	ZBTB38
2.042288623959883	FAF1
2.042288623959883	BRCA2
2.042288623959883	BDNF
2.042288623959883	CENPW
2.042288623959883	HDAC9
2.042288623959883	PLCL2
2.042288623959883	BMAL1
2.042288623959883	LMX1B
2.042288623959883	MSRA
2.042288623959883	WNT4
2.042288623959883	OLIG3
2.042288623959883	ZNF365
2.042288623959883	IL21R
2.042288623959883	NRG1
1.8915799766612902	WWP2
1.8915799766612902	KLHL42
1.8915799766612902	ADAMTS7
1.8915799766612902	BCL11B
1.8915799766612902	APOB
1.8915799766612902	AKAP11
1.8915799766612902	PRDM1
1.8915799766612902	SUGP1
1.8915799766612902	CFH
1.8915799766612902	ITGB8
1.8915799766612902	RARB
1.8915799766612902	WDR36
1.8915799766612902	TNFRSF13B
1.8915799766612902	PPARD
1.8915799766612902	CCDC71L
1.8915799766612902	FGG
1.8915799766612902	PDILT
1.8915799766612902	FASLG
1.8915799766612902	TPCN2
1.8915799766612902	TAGAP
1.8915799766612902	MYEOV
1.8915799766612902	SSPN
1.8915799766612902	PTBP2
1.8915799766612902	INHBB
1.8915799766612902	DUSP10
1.8915799766612902	ID2
1.8915799766612902	WNT7B
1.8915799766612902	HRNR
1.8915799766612902	CTNNB1
1.8915799766612902	PCCB
1.8915799766612902	FER
1.8915799766612902	ZNF827
1.8915799766612902	ABCA1
1.8915799766612902	SNRPC
1.8915799766612902	LOXL1
1.8915799766612902	FOXA2
1.8915799766612902	SDK1
1.8915799766612902	SCARB1
1.7408713293626972	AKAP6
1.7408713293626972	PALMD
1.7408713293626972	MTMR11
1.7408713293626972	PRL
1.7408713293626972	BAK1
1.7408713293626972	CHST3
1.7408713293626972	SMAD6
1.7408713293626972	KLF3
1.7408713293626972	JAK2
1.7408713293626972	GFPT1
1.7408713293626972	HHIP
1.7408713293626972	TNFRSF11A
1.7408713293626972	ANAPC4
1.7408713293626972	MDM4
1.7408713293626972	TNIP1
1.7408713293626972	ADAD1
1.7408713293626972	TP63
1.7408713293626972	SKIDA1
1.7408713293626972	RGL3
1.7408713293626972	MPPED2
1.7408713293626972	KCNRG
1.7408713293626972	SMIM38
1.7408713293626972	CNNM2
1.7408713293626972	NFU1
1.7408713293626972	FGFR3
1.7408713293626972	TNFSF4
1.7408713293626972	BCL6
1.7408713293626972	HECTD4
1.7408713293626972	KCNK3
1.7408713293626972	PTHLH
1.7408713293626972	IL2
1.7408713293626972	EBF2
1.7408713293626972	BMP6
1.7408713293626972	PRSS53
1.7408713293626972	HNRNPA1L3
1.7408713293626972	UTP23
1.7408713293626972	GRB14
1.7408713293626972	GDF7
1.7408713293626972	ID4
1.7408713293626972	SLC12A2
1.7408713293626972	MAU2
1.7408713293626972	CTSS
1.7408713293626972	LYPLAL1
1.7408713293626972	TCP11
1.7408713293626972	MACIR
1.7408713293626972	HAO1
1.5901626820641042	CEP57
1.5901626820641042	GIPR
1.5901626820641042	IGF2BP2
1.5901626820641042	RNASET2
1.5901626820641042	MEF2C
1.5901626820641042	KCNQ5
1.5901626820641042	RAB5B
1.5901626820641042	MAML3
1.5901626820641042	POU2AF3
1.5901626820641042	LINC03040
1.5901626820641042	LEF1
1.5901626820641042	NFKBIA
1.5901626820641042	MRTFA
1.5901626820641042	PITX1
1.5901626820641042	SLC44A2
1.5901626820641042	RNLS
1.5901626820641042	SUGCT
1.5901626820641042	EXD3
1.5901626820641042	TENM2
1.5901626820641042	TSPAN2
1.5901626820641042	SPDL1
1.5901626820641042	FCGR2A
1.5901626820641042	MEIS1
1.5901626820641042	KCNE2
1.5901626820641042	LTBR
1.5901626820641042	B3GNT2
1.5901626820641042	ADAMTS9
1.5901626820641042	CDKN2A
1.5901626820641042	TSHZ3
1.5901626820641042	ZBTB7B
1.5901626820641042	COL4A3
1.5901626820641042	NRXN3
1.5901626820641042	APOL1
1.5901626820641042	TG
1.5901626820641042	BRINP3
1.5901626820641042	PINX1
1.5901626820641042	HHIPL1
1.5901626820641042	TNS3
1.5901626820641042	SMARCE1
1.5901626820641042	PCSK1
1.5901626820641042	PROX1
1.5901626820641042	CD28
1.5901626820641042	OSR1
1.5901626820641042	CELF4
1.5901626820641042	PRAG1
1.5901626820641042	IL4R
1.5901626820641042	FOSL2
1.5901626820641042	SYNE1
1.5901626820641042	GMDS
1.5901626820641042	CCDC91
1.4394540347655111	IL21
1.4394540347655111	RPH3A
1.4394540347655111	PSCA
1.4394540347655111	CDK6
1.4394540347655111	NDFIP1
1.4394540347655111	ALKAL2
1.4394540347655111	PAX8
1.4394540347655111	ABCG2
1.4394540347655111	UBASH3A
1.4394540347655111	GNPDA2
1.4394540347655111	HMGCR
1.4394540347655111	ATP1B1
1.4394540347655111	TNPO3
1.4394540347655111	CRTC1
1.4394540347655111	MTX1
1.4394540347655111	INS
1.4394540347655111	STAT6
1.4394540347655111	ADCY5
1.4394540347655111	BMP4
1.4394540347655111	INO80E
1.4394540347655111	SATB2
1.4394540347655111	PRKCQ
1.4394540347655111	ZFPM2
1.4394540347655111	NKD1
1.4394540347655111	CDKN2C
1.4394540347655111	COL27A1
1.4394540347655111	ARL14EP
1.4394540347655111	MANBA
1.4394540347655111	AS3MT
1.4394540347655111	TNFSF11
1.4394540347655111	EMSY
1.4394540347655111	INAVA
1.4394540347655111	AHI1
1.4394540347655111	TACC3
1.4394540347655111	IL19
1.4394540347655111	SLC25A46
1.4394540347655111	HNF4G
1.4394540347655111	PTK2
1.4394540347655111	GLB1
1.4394540347655111	CLU
1.4394540347655111	CSMD1
1.4394540347655111	PTCH1
1.4394540347655111	PRDM11
1.4394540347655111	CTSH
1.4394540347655111	SPRED2
1.4394540347655111	MAMSTR
1.4394540347655111	IL12RB2
1.4394540347655111	PHTF1
1.4394540347655111	NRIP1
1.4394540347655111	SOX6
1.4394540347655111	PIK3R1
1.4394540347655111	MUC1
1.4394540347655111	ETS2
1.4394540347655111	DGKB
1.4394540347655111	TNC
1.4394540347655111	ADAMTS16
1.4394540347655111	PUS10
1.4394540347655111	RBKS
1.4394540347655111	GCAT
1.4394540347655111	INPP5B
1.4394540347655111	FGF7
1.4394540347655111	PSMA4
1.4394540347655111	RPA1
1.4394540347655111	PLCG2
1.4394540347655111	ATG16L1
1.4394540347655111	TCF7
1.4394540347655111	TSPAN15
1.4394540347655111	SEMA3F
1.4394540347655111	MBIP
1.2887453874669184	SMIM20
1.2887453874669184	ADM
1.2887453874669184	LTBP1
1.2887453874669184	CDH13
1.2887453874669184	SYMPK
1.2887453874669184	RAB27B
1.2887453874669184	CDH6
1.2887453874669184	IREB2
1.2887453874669184	CREB5
1.2887453874669184	FBN2
1.2887453874669184	TDRD15
1.2887453874669184	THSD7A
1.2887453874669184	CLNK
1.2887453874669184	CD226
1.2887453874669184	DMRTA1
1.2887453874669184	ZNF804A
1.2887453874669184	GREB1
1.2887453874669184	GRB10
1.2887453874669184	FOXF1
1.2887453874669184	CD40
1.2887453874669184	HDAC7
1.2887453874669184	NOG
1.2887453874669184	MUC5B
1.2887453874669184	CNTN4
1.2887453874669184	CXADR
1.2887453874669184	ETAA1
1.2887453874669184	NMB
1.2887453874669184	KLF12
1.2887453874669184	WNT2B
1.2887453874669184	ICA1L
1.2887453874669184	JMJD1C
1.2887453874669184	NPEPPS
1.2887453874669184	IGFBP3
1.2887453874669184	LRMDA
1.2887453874669184	SBF2
1.2887453874669184	TESPA1
1.2887453874669184	ARPP21
1.2887453874669184	CACNA1C
1.2887453874669184	LAMC1
1.2887453874669184	DNM3
1.2887453874669184	PRKAG2
1.2887453874669184	COL8A1
1.2887453874669184	CWC27
1.2887453874669184	FIGN
1.2887453874669184	CDC42
1.2887453874669184	FERMT2
1.2887453874669184	MYH9
1.2887453874669184	GMEB2
1.2887453874669184	PIGU
1.2887453874669184	ZFHX4
1.2887453874669184	NTMT2
1.2887453874669184	GTF2I
1.2887453874669184	KIZ
1.2887453874669184	THOC7
1.2887453874669184	SLC22A1
1.2887453874669184	LTBP3
1.2887453874669184	NFAT5
1.2887453874669184	EN1
1.2887453874669184	EXO1
1.2887453874669184	CUX1
1.2887453874669184	NR3C2
1.2887453874669184	CAV1
1.2887453874669184	TSNARE1
1.1380367401683251	ELMO1
1.1380367401683251	REL
1.1380367401683251	FMN1
1.1380367401683251	IRAG1
1.1380367401683251	CHRNA4
1.1380367401683251	ZC3HC1
1.1380367401683251	POGLUT3
1.1380367401683251	ESR2
1.1380367401683251	MRAS
1.1380367401683251	MFF
1.1380367401683251	PTPN1
1.1380367401683251	AHR
1.1380367401683251	PITPNB
1.1380367401683251	SMC2
1.1380367401683251	BUD13
1.1380367401683251	CCDC97
1.1380367401683251	MOCS2
1.1380367401683251	NEK10
1.1380367401683251	FLACC1
1.1380367401683251	RAB28
1.1380367401683251	ANGPTL4
1.1380367401683251	RHPN2
1.1380367401683251	RSRC1
1.1380367401683251	TBL1XR1
1.1380367401683251	ZBTB40
1.1380367401683251	PAX9
1.1380367401683251	GATB
1.1380367401683251	ZSWIM6
1.1380367401683251	HP
1.1380367401683251	NR5A2
1.1380367401683251	GRM3
1.1380367401683251	CSTPP1
1.1380367401683251	GPR35
1.1380367401683251	RGS6
1.1380367401683251	TGFBR3
1.1380367401683251	PRRX1
1.1380367401683251	RORC
1.1380367401683251	TTN
1.1380367401683251	WNT16
1.1380367401683251	SLK
1.1380367401683251	HBS1L
1.1380367401683251	MOB3B
1.1380367401683251	NAV1
1.1380367401683251	PTPRF
1.1380367401683251	ERCC4
1.1380367401683251	SUPT3H
1.1380367401683251	IFNL4
1.1380367401683251	USP44
1.1380367401683251	SEMA6D
1.1380367401683251	LIPA
1.1380367401683251	RPRML
1.1380367401683251	C11orf65
1.1380367401683251	NUF2
1.1380367401683251	CDK5RAP2
1.1380367401683251	BCL3
1.1380367401683251	PRXL2B
1.1380367401683251	TRPC4AP
1.1380367401683251	GDF5
1.1380367401683251	MITF
1.1380367401683251	SOCS1
1.1380367401683251	DENND1B
1.1380367401683251	KCNMA1
1.1380367401683251	SLC45A1
1.1380367401683251	TLE3
1.1380367401683251	AFF3
1.1380367401683251	ALDH1A2
1.1380367401683251	FAP
1.1380367401683251	ADAM15
1.1380367401683251	PKN2
1.1380367401683251	CNTN5
1.1380367401683251	AOPEP
1.1380367401683251	STAT3
1.1380367401683251	CPS1
1.1380367401683251	GNA12
1.1380367401683251	JADE2
1.1380367401683251	CA10
1.1380367401683251	MAPKAPK5
1.1380367401683251	SIX3
1.1380367401683251	CADM1
1.1380367401683251	C12orf42
1.1380367401683251	PKHD1
1.1380367401683251	FANCA
1.1380367401683251	VGLL1
1.1380367401683251	EYA2
1.1380367401683251	DENND1A
1.1380367401683251	ZNF217
1.1380367401683251	TRAFD1
1.1380367401683251	MUC19
1.1380367401683251	USP25
1.1380367401683251	CCNL1
1.1380367401683251	CXCR4
1.1380367401683251	SALL1
1.1380367401683251	DCTD
1.1380367401683251	GCK
1.1380367401683251	IRX3
1.1380367401683251	FBRSL1
0.9873280928697322	ANKRD30A
0.9873280928697322	DPF3
0.9873280928697322	TTC32
0.9873280928697322	EXOC2
0.9873280928697322	SNAP91
0.9873280928697322	TCTA
0.9873280928697322	TM4SF4
0.9873280928697322	SRPX
0.9873280928697322	CPVL
0.9873280928697322	PSMD13
0.9873280928697322	AFAP1
0.9873280928697322	IGSF9B
0.9873280928697322	FLNC
0.9873280928697322	ADAMTSL3
0.9873280928697322	GRM5
0.9873280928697322	HK1
0.9873280928697322	NMUR2
0.9873280928697322	CYRIA
0.9873280928697322	WNT2
0.9873280928697322	BPTF
0.9873280928697322	ITIH4
0.9873280928697322	SLC30A8
0.9873280928697322	IL18RAP
0.9873280928697322	KCNG2
0.9873280928697322	LINGO2
0.9873280928697322	COLGALT2
0.9873280928697322	SDCCAG8
0.9873280928697322	ABCB5
0.9873280928697322	NOD2
0.9873280928697322	CSF3R
0.9873280928697322	C1QTNF6
0.9873280928697322	EPDR1
0.9873280928697322	HABP2
0.9873280928697322	ELAVL2
0.9873280928697322	TTC29
0.9873280928697322	EYA4
0.9873280928697322	ERRFI1
0.9873280928697322	RNF43
0.9873280928697322	TNFRSF11B
0.9873280928697322	RXFP2
0.9873280928697322	MLX
0.9873280928697322	PDGFB
0.9873280928697322	CYP1B1
0.9873280928697322	CEP68
0.9873280928697322	ENSG00000284779
0.9873280928697322	CAMK2D
0.9873280928697322	STH
0.9873280928697322	HEATR3
0.9873280928697322	PPARGC1B
0.9873280928697322	IGF2BP1
0.9873280928697322	ELL
0.9873280928697322	ZNF800
0.9873280928697322	FHIT
0.9873280928697322	ERC2
0.9873280928697322	ANKRD11
0.9873280928697322	TSC22D2
0.9873280928697322	MYOCD
0.9873280928697322	UBE2L3
0.9873280928697322	IKZF2
0.9873280928697322	CAPZB
0.9873280928697322	MAFF
0.9873280928697322	NOX4
0.9873280928697322	PHGDH
0.9873280928697322	MLXIPL
0.9873280928697322	SLC39A13
0.9873280928697322	IMMP2L
0.9873280928697322	RBM6
0.9873280928697322	DNAJC1
0.9873280928697322	NR2F1
0.9873280928697322	TRAF3IP2
0.9873280928697322	ABHD17C
0.9873280928697322	ZFP64
0.9873280928697322	ARHGAP26
0.9873280928697322	ATM
0.9873280928697322	KRT5
0.9873280928697322	ZBTB20
0.9873280928697322	ITPK1
0.9873280928697322	MARK3
0.9873280928697322	MRPS30
0.9873280928697322	TNFRSF6B
0.9873280928697322	CLCNKA
0.9873280928697322	ZNF462
0.9873280928697322	USP8
0.9873280928697322	WFS1
0.9873280928697322	ILF3
0.9873280928697322	PREX1
0.9873280928697322	NEURL1
0.9873280928697322	ZAP70
0.9873280928697322	ADCY7
0.9873280928697322	SHISA9
0.9873280928697322	PDE8B
0.9873280928697322	ENOX1
0.9873280928697322	UNC5D
0.9873280928697322	FUBP1
0.9873280928697322	ELN
0.9873280928697322	BOC
0.9873280928697322	MET
0.9873280928697322	INO80D
0.9873280928697322	MUC5AC
0.9873280928697322	ARHGEF26
0.8366194455711392	RIN3
0.8366194455711392	HLX
0.8366194455711392	CARF
0.8366194455711392	WDR11
0.8366194455711392	CCDC92
0.8366194455711392	PRR5L
0.8366194455711392	MTMR3
0.8366194455711392	EOMES
0.8366194455711392	AFF1
0.8366194455711392	WSCD2
0.8366194455711392	POMC
0.8366194455711392	C3
0.8366194455711392	TMEM121
0.8366194455711392	SPAG16
0.8366194455711392	CTRB2
0.8366194455711392	EPHA3
0.8366194455711392	BAG3
0.8366194455711392	SPPL3
0.8366194455711392	NT5C2
0.8366194455711392	GLP1R
0.8366194455711392	IRX5
0.8366194455711392	ANAPC1
0.8366194455711392	PIP4K2A
0.8366194455711392	CRIP3
0.8366194455711392	BHLHE22
0.8366194455711392	ST3GAL4
0.8366194455711392	SLC22A4
0.8366194455711392	TNS2
0.8366194455711392	CLCN6
0.8366194455711392	SPRY4
0.8366194455711392	VGLL4
0.8366194455711392	SH2B2
0.8366194455711392	SHROOM3
0.8366194455711392	SRPK2
0.8366194455711392	POLD3
0.8366194455711392	HMGA1
0.8366194455711392	BRWD1
0.8366194455711392	MYH11
0.8366194455711392	CAND2
0.8366194455711392	ATP11A
0.8366194455711392	CLIC6
0.8366194455711392	RELN
0.8366194455711392	NSUN6
0.8366194455711392	KCNB1
0.8366194455711392	TSHR
0.8366194455711392	NRBF2
0.8366194455711392	POM121C
0.8366194455711392	CTNND1
0.8366194455711392	SPDYE18
0.8366194455711392	KDM3B
0.8366194455711392	EPAS1
0.8366194455711392	STMN3
0.8366194455711392	SCN5A
0.8366194455711392	ITIH3
0.8366194455711392	SGCZ
0.8366194455711392	TRIOBP
0.8366194455711392	STRN
0.8366194455711392	RAD50
0.8366194455711392	PTPRK
0.8366194455711392	SPAG17
0.8366194455711392	GRK5
0.8366194455711392	MMP12
0.8366194455711392	TXNL1
0.8366194455711392	ARHGAP42
0.8366194455711392	TIMP4
0.8366194455711392	PHB1
0.8366194455711392	DCLK3
0.8366194455711392	AKAP13
0.8366194455711392	IL12A
0.8366194455711392	RFLNA
0.8366194455711392	FGA
0.8366194455711392	SPRY1
0.8366194455711392	SELL
0.8366194455711392	SKOR1
0.8366194455711392	HIVEP2
0.8366194455711392	CD44
0.8366194455711392	SHOX2
0.8366194455711392	VILL
0.8366194455711392	RDH5
0.8366194455711392	FTCDNL1
0.8366194455711392	ADCY3
0.8366194455711392	NKX2-5
0.8366194455711392	IRF2BP1
0.8366194455711392	PLA2G6
0.8366194455711392	CRISPLD2
0.8366194455711392	FBXL22
0.8366194455711392	BMP7
0.8366194455711392	TAB2
0.8366194455711392	HBB
0.8366194455711392	TRIB2
0.8366194455711392	ATXN7
0.8366194455711392	EPS8L3
0.8366194455711392	RAB18
0.8366194455711392	TEFM
0.8366194455711392	HNF4A
0.8366194455711392	DDI1
0.8366194455711392	RTKN2
0.8366194455711392	PRKCE
0.8366194455711392	TICAM1
0.8366194455711392	PIEZO1
0.8366194455711392	LMO4
0.8366194455711392	CELF2
0.8366194455711392	PAX6
0.8366194455711392	KIF18A
0.8366194455711392	FGF10
0.8366194455711392	FNDC3B
0.8366194455711392	DUSP6
0.8366194455711392	MAST2
0.8366194455711392	DSTYK
0.8366194455711392	NRSN1
0.8366194455711392	REEP3
0.8366194455711392	CEP120
0.8366194455711392	AP4B1
0.8366194455711392	SLC14A2
0.6859107982725462	MORF4L1
0.6859107982725462	SOX7
0.6859107982725462	NAA11
0.6859107982725462	FILIP1
0.6859107982725462	COP1
0.6859107982725462	SOCS3
0.6859107982725462	GGNBP2
0.6859107982725462	MDK
0.6859107982725462	ATP2A2
0.6859107982725462	GATAD2A
0.6859107982725462	CXCL12
0.6859107982725462	HAAO
0.6859107982725462	ATP6V1G3
0.6859107982725462	ANGPTL3
0.6859107982725462	PPP1R16B
0.6859107982725462	GRIN2A
0.6859107982725462	MEIS2
0.6859107982725462	NFIB
0.6859107982725462	CRADD
0.6859107982725462	EPB41L1
0.6859107982725462	CEP170
0.6859107982725462	SP140
0.6859107982725462	PROC
0.6859107982725462	LMAN2L
0.6859107982725462	TAX1BP1
0.6859107982725462	CD46
0.6859107982725462	CFI
0.6859107982725462	ZNF608
0.6859107982725462	BANK1
0.6859107982725462	MFSD13A
0.6859107982725462	IGF1
0.6859107982725462	PDGFC
0.6859107982725462	PPIP5K2
0.6859107982725462	SORL1
0.6859107982725462	LBH
0.6859107982725462	TBX21
0.6859107982725462	SREK1IP1
0.6859107982725462	TTLL7
0.6859107982725462	NAT2
0.6859107982725462	ZNF276
0.6859107982725462	BAG5
0.6859107982725462	CASR
0.6859107982725462	GPSM1
0.6859107982725462	CRP
0.6859107982725462	LRRC37A
0.6859107982725462	OR4A47
0.6859107982725462	ATXN1
0.6859107982725462	PTTG1
0.6859107982725462	ETV5
0.6859107982725462	CRIPTO3
0.6859107982725462	CCDC63
0.6859107982725462	C14orf39
0.6859107982725462	ZNF664
0.6859107982725462	SLC9A4
0.6859107982725462	SMARCA4
0.6859107982725462	LCE5A
0.6859107982725462	ADCY9
0.6859107982725462	PHF2
0.6859107982725462	GIGYF2
0.6859107982725462	SLC30A9
0.6859107982725462	LRRC43
0.6859107982725462	SYN3
0.6859107982725462	GRAMD1B
